id,subject,student_id,grade_level,teacher_id,instructional_minutes,assessment_year,assessment_score
8986,language,2545,9,62,150,2016,61.14
8797,math,2492,10,113,170,2016,36.04
8062,language,2285,9,115,170,2016,68.24
1209,math,343,12,26,90,2016,81.7
5624,language,1592,9,51,150,2016,95.82
4688,language,1326,9,69,110,2015,57.65
10170,language,2878,12,108,130,2016,40.74
3558,language,1006,10,55,170,2016,99.24
10345,math,2927,12,41,110,2016,81.56
2007,math,572,9,5,130,2015,65.74
2461,math,696,11,98,90,2016,55.15
3234,language,914,9,63,90,2016,53.91
1657,math,470,12,102,90,2016,95.11
7955,math,2256,11,50,170,2016,79.92
682,language,196,9,102,170,2015,78.23
9151,math,2591,9,22,170,2015,99.24
123,math,37,12,34,150,2016,88.13
8850,language,2509,9,64,90,2015,82.62
2022,language,575,12,62,110,2016,48.08
1217,math,346,9,46,150,2016,73.37
6683,math,1894,9,3,150,2016,47.42
7898,language,2239,10,77,150,2016,58.63
10251,math,2901,11,32,150,2016,81.32
4839,math,1369,9,105,90,2015,82.13
4819,math,1363,11,26,130,2015,43.16
8458,language,2397,12,104,170,2016,100.0
7249,math,2058,11,30,90,2016,40.69
3261,math,922,10,103,110,2016,84.96
113,math,35,9,4,110,2015,54.23
5047,math,1425,10,4,130,2015,84.11
1644,language,466,10,63,150,2016,100.0
8862,language,2512,10,63,150,2015,89.13
4160,language,1176,11,82,110,2016,55.77
3254,language,920,11,88,110,2016,80.81
1725,math,490,12,2,150,2016,97.33
102,language,31,10,115,150,2016,49.19
9600,language,2722,9,84,110,2015,76.55
9797,math,2776,12,106,170,2016,100.0
6364,language,1805,9,73,130,2016,70.06
5615,math,1590,10,50,110,2015,74.82
9555,math,2707,10,21,170,2016,97.42
4182,language,1183,12,51,110,2016,30.83
5785,math,1637,11,29,130,2015,49.04
9106,language,2579,10,82,170,2015,97.99
7079,math,2007,12,39,170,2016,41.02
10244,language,2899,10,73,170,2016,88.33
3610,language,1023,9,73,110,2015,40.49
6757,math,1916,9,28,110,2016,55.43
7576,language,2148,10,97,110,2015,37.2
4646,language,1313,12,62,130,2016,98.14
339,math,99,10,13,170,2015,65.63
5351,math,1513,10,13,150,2015,82.98
3983,math,1128,10,34,170,2015,82.29
5631,math,1594,11,47,130,2016,96.52
10198,language,2886,10,106,170,2015,100.0
9206,language,2606,9,80,130,2016,75.36
5367,math,1517,12,40,90,2016,98.94
202,language,60,10,95,90,2016,71.41
10114,language,2862,9,51,130,2016,42.56
7321,math,2078,9,26,90,2015,78.98
9562,language,2710,9,81,150,2016,100.0
3871,math,1097,11,46,90,2015,90.05
2534,language,717,11,102,110,2016,66.94
6865,math,1946,12,96,90,2016,78.98
3317,math,937,10,17,130,2016,0.0
8304,language,2357,9,60,90,2015,97.69
9384,language,2658,12,55,130,2016,81.48
7278,language,2066,9,109,110,2015,60.65
9191,math,2602,11,31,110,2016,53.64
7511,math,2131,10,16,90,2016,49.13
8337,math,2366,10,10,130,2015,79.61
1505,math,429,11,28,170,2015,75.66
9417,math,2668,9,25,170,2016,92.97
60,language,19,10,113,170,2015,63.6
2915,math,825,10,31,130,2015,96.19
9328,language,2641,9,56,90,2016,83.22
5558,language,1573,10,112,170,2016,75.43
8740,language,2477,11,77,150,2015,99.73
4404,language,1244,10,52,110,2015,56.1
1234,language,351,9,76,130,2015,79.88
3976,language,1125,9,67,110,2016,91.88
7690,language,2180,11,89,130,2015,55.65
3355,math,948,11,23,150,2015,21.25
3653,math,1034,10,49,90,2016,77.58
2819,math,799,9,1,170,2015,72.37
3981,math,1127,9,15,110,2016,91.05
291,math,84,10,5,110,2016,62.44
9729,math,2756,12,98,130,2016,33.86
2428,language,687,11,51,110,2015,53.36
579,math,168,10,102,110,2016,87.17
8660,language,2454,9,53,130,2016,70.04
9808,language,2779,9,62,130,2015,57.9
5380,language,1520,10,74,110,2016,50.43
5944,language,1685,10,81,150,2015,94.37
4642,language,1312,10,62,90,2016,41.31
8720,language,2471,9,89,170,2016,70.08
7951,math,2255,11,19,170,2016,94.31
8236,language,2335,9,112,90,2015,79.67
951,math,271,11,103,130,2015,54.59
7364,language,2088,12,92,90,2016,60.45
6425,math,1823,9,24,170,2015,70.79
9852,language,2791,9,83,90,2016,69.19
7265,math,2063,10,40,130,2015,76.66
6370,language,1807,11,60,170,2015,81.95
5905,math,1672,9,17,170,2015,0.0
8213,math,2329,12,24,170,2016,57.16
9755,math,2764,12,8,130,2016,24.24
1738,language,494,9,73,110,2015,66.9
8225,math,2332,12,13,170,2016,90.45
8142,language,2309,11,82,170,2016,44.38
10318,language,2918,12,57,130,2016,90.82
1019,math,290,11,50,110,2016,88.48
6331,math,1797,10,92,170,2015,83.17
716,language,206,10,103,90,2015,79.81
3473,math,983,10,22,150,2015,100.0
68,language,21,9,70,130,2016,43.03
4860,language,1375,11,108,130,2015,67.6
1552,language,442,9,89,150,2015,46.51
5702,language,1614,11,57,170,2015,0.0
5939,math,1683,11,23,110,2016,38.83
4215,math,1192,10,17,130,2016,0.0
578,language,168,9,61,150,2015,72.95
5158,language,1456,11,58,110,2015,77.03
10411,math,2946,10,113,150,2016,46.73
9590,language,2719,10,111,90,2015,90.17
8876,language,2515,10,86,110,2016,47.96
855,math,245,10,22,110,2015,87.42
9859,math,2793,10,13,90,2016,75.36
5072,language,1431,11,101,150,2016,74.84
3706,language,1050,9,95,150,2016,24.1
5108,language,1443,10,66,150,2015,89.44
4462,language,1259,9,61,150,2015,69.06
9317,math,2638,11,18,170,2016,70.5
1164,language,332,10,51,110,2015,45.86
3685,math,1043,11,109,130,2016,93.87
5730,language,1621,9,58,110,2016,78.62
2489,math,704,9,10,170,2016,60.6
764,language,220,9,109,170,2016,95.11
8909,math,2524,12,28,150,2016,90.48
7813,math,2217,9,112,130,2016,40.24
360,language,104,9,53,90,2015,62.43
2725,math,771,10,16,90,2016,52.77
10480,language,2966,12,112,90,2016,87.82
4490,language,1266,10,62,130,2016,99.97
5629,math,1594,10,34,170,2015,65.05
2560,language,725,11,63,150,2016,100.0
461,math,136,10,43,90,2015,50.4
9872,language,2797,11,96,90,2015,61.78
208,language,63,9,53,150,2015,79.3
7725,math,2190,12,19,150,2016,99.8
10359,math,2931,12,49,150,2016,85.25
84,language,26,10,84,170,2015,54.34
1011,math,287,12,8,130,2016,74.51
10424,language,2950,11,59,130,2015,47.26
9510,language,2696,10,78,170,2015,78.76
7075,math,2006,10,34,150,2016,69.77
2276,language,646,11,82,110,2016,84.9
6698,language,1898,11,62,150,2015,42.03
5752,language,1627,9,80,130,2015,94.94
8715,math,2470,11,31,130,2015,66.49
994,language,283,11,76,90,2015,53.22
928,language,265,11,89,110,2015,58.58
4207,math,1190,12,42,110,2016,32.02
2009,math,572,10,32,170,2016,92.9
151,math,45,10,50,170,2016,100.0
7248,language,2058,10,108,90,2015,61.6
395,math,115,9,33,90,2015,74.08
2466,language,697,12,89,170,2016,27.2
2506,language,709,10,93,170,2015,85.94
8369,math,2374,9,1,150,2015,39.39
399,math,116,9,33,90,2016,98.06
9696,language,2748,11,107,110,2015,71.33
6627,math,1880,9,47,90,2015,42.94
10323,math,2920,10,13,110,2016,96.85
5904,language,1671,10,91,170,2016,91.06
4960,language,1401,12,71,130,2016,80.24
4437,math,1253,11,10,130,2015,84.69
7647,math,2167,11,24,170,2016,42.19
7507,math,2130,10,15,110,2016,88.46
937,math,267,11,18,90,2016,78.14
5247,math,1481,9,6,110,2016,93.48
4574,language,1292,9,80,110,2016,34.16
8697,math,2464,10,41,150,2016,100.0
25,math,9,11,17,170,2015,0.0
8171,math,2318,11,45,150,2015,81.12
2395,math,678,9,44,130,2016,96.37
1959,math,558,9,112,90,2016,62.65
5808,language,1643,11,84,170,2016,55.33
1156,language,329,9,73,150,2016,98.4
3065,math,865,11,36,90,2015,61.55
6433,math,1825,9,22,90,2016,86.0
7414,language,2104,9,78,90,2016,50.3
7522,language,2134,9,72,130,2015,70.31
1028,language,292,12,68,110,2016,98.5
8209,math,2328,12,44,170,2016,99.47
3511,math,993,10,99,130,2016,65.52
1017,math,290,10,1,90,2015,84.27
3718,language,1053,11,63,150,2016,96.57
9792,language,2775,9,96,170,2015,51.66
10221,math,2892,12,18,170,2016,89.73
3785,math,1073,12,12,110,2016,44.97
1928,language,548,9,93,130,2016,46.34
8196,language,2324,10,59,130,2016,97.1
10522,language,2980,9,56,170,2016,94.19
6972,language,1976,11,64,130,2016,78.98
3021,math,853,12,18,110,2016,0.0
8836,language,2505,9,78,150,2015,57.04
7587,math,2151,11,33,90,2015,49.79
8718,language,2470,12,84,130,2016,43.15
6810,language,1930,9,69,110,2016,38.95
6332,language,1797,10,78,90,2015,68.66
8979,math,2543,10,112,150,2016,99.64
3583,math,1015,9,35,150,2016,92.67
4407,math,1245,11,28,170,2015,98.66
8871,math,2514,12,38,130,2016,81.69
2230,language,633,9,87,90,2016,56.24
8350,language,2369,9,51,150,2015,90.54
3736,language,1058,9,70,90,2016,88.47
6937,math,1967,11,110,90,2015,52.68
3454,language,976,11,97,150,2015,28.93
6115,math,1738,9,44,130,2016,35.93
8039,math,2279,10,10,150,2016,90.45
5784,language,1636,12,54,90,2016,42.03
5530,language,1565,9,86,90,2016,97.42
4868,language,1377,10,78,110,2015,92.01
4836,language,1367,9,87,130,2016,45.22
2023,math,576,10,45,150,2015,58.84
3051,math,861,10,98,150,2016,72.66
5337,math,1507,9,98,110,2016,53.77
1785,math,507,11,15,90,2016,95.73
2201,math,625,9,27,170,2015,63.46
9806,language,2778,12,83,130,2016,0.0
152,language,45,10,68,130,2016,64.23
3078,language,868,12,103,170,2016,84.91
7374,language,2091,10,97,110,2016,69.5
2525,math,715,10,47,150,2016,97.97
1322,language,375,9,66,170,2016,96.63
27,math,9,12,17,90,2016,0.0
9629,math,2730,9,18,150,2016,61.55
1257,math,357,11,1,90,2015,53.01
3757,math,1064,11,2,130,2016,55.31
9845,math,2789,11,28,170,2016,99.85
10378,language,2936,9,84,150,2016,95.3
917,math,261,10,101,90,2015,60.45
6014,language,1706,10,106,90,2015,39.67
5475,math,1549,9,23,130,2015,44.04
3547,math,1004,10,8,90,2015,0.0
1715,math,487,10,105,150,2015,68.72
934,language,266,11,79,150,2016,98.9
9907,math,2808,9,14,90,2016,67.0
6032,language,1711,12,64,90,2016,44.32
5500,language,1556,11,71,150,2016,83.65
1659,math,471,10,102,130,2015,88.67
1688,language,479,11,92,170,2015,88.99
6038,language,1713,9,54,110,2016,53.56
4377,math,1237,10,26,170,2015,50.74
3255,math,921,9,27,170,2015,89.31
7026,language,1991,10,65,130,2016,64.28
6314,language,1792,10,99,110,2016,51.7
405,math,118,9,18,90,2015,64.85
8878,language,2516,9,90,110,2016,68.97
6009,math,1705,9,30,170,2015,59.82
8738,language,2476,12,78,130,2016,86.47
3253,math,920,11,97,170,2016,58.96
10066,language,2849,10,71,110,2015,95.68
6116,language,1738,9,58,150,2016,52.78
1199,math,341,9,39,110,2015,71.78
2397,math,679,10,22,130,2015,93.78
5688,language,1610,12,89,90,2016,64.95
1151,math,328,9,26,130,2015,88.99
5618,language,1590,11,86,170,2016,100.0
4340,language,1226,9,66,110,2015,88.66
1345,math,383,9,91,170,2015,84.64
6372,language,1807,12,59,90,2016,60.44
7416,language,2105,9,53,130,2015,89.35
126,language,38,11,98,110,2015,60.38
9311,math,2637,11,115,90,2015,65.86
3923,math,1111,11,105,170,2015,96.33
4164,language,1178,9,59,90,2016,47.63
10352,language,2929,9,80,170,2016,82.51
8545,math,2423,9,31,150,2015,95.94
6559,math,1860,10,111,170,2016,96.94
10583,math,2998,12,32,90,2016,59.56
6958,language,1972,11,66,150,2016,95.25
553,math,160,10,5,150,2016,81.64
8839,math,2506,9,16,90,2015,64.54
10390,language,2940,9,52,90,2015,60.47
8845,math,2508,11,17,150,2015,0.0
4444,language,1254,12,115,130,2016,76.53
2390,language,676,12,74,130,2016,92.68
3695,math,1046,9,41,90,2016,50.04
1484,language,423,9,107,90,2015,47.19
5102,language,1441,9,112,130,2016,91.54
5718,language,1618,9,56,130,2015,66.53
9399,math,2662,10,28,110,2016,94.17
5278,language,1489,12,75,90,2016,48.43
5119,math,1446,11,33,110,2015,90.29
4795,math,1355,11,23,110,2016,88.71
7426,language,2108,9,66,130,2015,80.7
7611,math,2157,10,20,90,2016,80.82
10409,math,2946,9,34,130,2015,72.92
2264,language,643,11,72,170,2015,98.82
2979,math,841,12,92,170,2016,90.42
5708,language,1615,12,94,90,2016,50.63
1846,language,525,10,70,150,2015,81.12
8671,math,2457,10,46,110,2016,86.96
8996,language,2548,10,74,130,2015,92.67
3203,math,904,9,96,110,2015,79.62
508,language,148,12,57,110,2016,93.4
3105,math,876,9,35,90,2016,93.19
5322,language,1502,11,64,130,2016,95.85
7027,math,1992,9,25,130,2016,0.0
1610,language,457,10,98,110,2015,35.62
4497,math,1269,10,40,110,2015,47.62
9676,language,2743,9,115,90,2015,42.75
8371,math,2374,10,10,110,2016,70.53
8409,math,2384,10,31,130,2016,79.89
609,math,177,11,50,130,2015,0.0
6780,language,1922,9,73,90,2015,44.98
4993,math,1411,10,20,150,2015,87.36
7355,math,2086,11,29,170,2016,60.58
976,language,277,9,109,150,2016,83.57
7671,math,2174,10,16,170,2016,76.23
9348,language,2647,9,57,150,2016,98.75
2584,language,732,9,59,150,2016,61.51
116,language,35,10,66,90,2016,91.25
6221,math,1767,10,24,130,2016,83.2
10450,language,2957,12,77,110,2016,62.14
8168,language,2317,10,85,150,2015,91.08
4492,language,1267,10,51,90,2015,36.12
4020,language,1138,9,78,150,2016,88.96
3490,language,987,10,59,90,2016,78.2
8477,math,2403,10,13,170,2016,72.66
3228,language,912,9,72,130,2016,62.69
7283,math,2067,11,37,170,2016,90.46
5368,language,1517,12,54,170,2016,86.55
301,math,88,11,41,170,2015,84.75
3756,language,1064,10,75,150,2015,99.05
3933,math,1114,9,28,150,2015,95.31
9268,language,2624,11,104,90,2016,98.55
3404,language,962,10,66,110,2016,45.68
1044,language,297,10,60,170,2016,98.12
3860,language,1094,9,114,90,2015,42.13
2221,math,631,9,18,150,2015,75.24
7237,math,2055,9,23,130,2015,43.35
2085,math,592,11,16,150,2016,67.81
5981,math,1696,10,6,170,2016,56.63
3514,language,994,9,76,170,2015,88.28
5185,math,1464,11,15,90,2016,92.13
1763,math,501,10,50,170,2015,93.15
10337,math,2925,10,24,110,2015,44.6
412,language,119,12,75,150,2016,100.0
6576,language,1865,10,87,170,2015,69.52
8676,language,2458,10,52,170,2016,34.96
7472,language,2121,11,64,130,2015,68.78
1774,language,504,9,59,150,2015,88.34
10515,math,2977,11,5,170,2016,99.52
5748,language,1626,9,85,130,2015,34.26
2025,math,576,11,31,90,2016,83.96
7949,math,2255,10,24,150,2015,60.0
9298,language,2633,10,61,130,2015,77.59
9289,math,2630,11,2,110,2016,68.7
3040,language,858,11,79,130,2016,94.78
10311,math,2916,12,101,130,2016,59.7
90,language,28,9,62,150,2016,63.39
7156,language,2030,10,82,150,2016,83.3
10466,language,2963,11,73,170,2015,94.73
2673,math,757,12,6,150,2016,67.99
10074,language,2851,11,80,170,2015,84.07
2193,math,623,10,47,110,2015,90.58
8783,math,2488,11,5,110,2016,95.87
6254,language,1775,11,83,170,2016,91.17
3031,math,856,11,112,110,2015,63.07
7436,language,2110,11,81,150,2016,91.27
10078,language,2852,9,74,90,2016,79.01
6183,math,1757,9,10,130,2015,57.93
4519,math,1275,9,100,150,2016,87.82
5850,language,1656,9,84,90,2015,90.6
268,language,78,12,70,150,2016,82.72
4672,language,1322,10,89,170,2015,91.85
6396,language,1814,9,76,150,2015,76.99
2774,language,786,12,58,110,2016,91.01
3070,language,866,11,91,150,2015,92.43
9738,language,2759,12,62,170,2016,56.03
9473,math,2685,11,19,110,2016,69.7
2654,language,752,10,70,130,2016,41.85
10355,math,2930,12,43,130,2016,87.67
514,language,150,11,66,90,2015,96.47
6190,language,1758,11,79,130,2016,60.88
5911,math,1674,11,46,150,2015,87.32
4110,language,1163,9,85,90,2016,53.37
2764,language,783,9,100,150,2016,99.74
3381,math,956,9,108,130,2015,63.51
5953,math,1688,11,23,150,2015,41.03
8865,math,2513,10,31,90,2015,89.57
5751,math,1627,9,48,170,2015,73.68
4152,language,1174,12,68,110,2016,56.48
3825,math,1085,9,42,90,2015,85.59
5288,language,1492,10,73,150,2015,100.0
2432,language,688,9,94,110,2016,61.59
8247,math,2340,9,114,90,2015,54.36
1927,math,548,9,43,110,2016,70.42
3339,math,943,11,28,130,2016,95.49
5193,math,1466,11,41,150,2016,95.94
9309,math,2636,12,47,150,2016,100.0
6657,math,1887,10,11,130,2016,89.64
4845,math,1371,11,103,110,2015,73.03
8388,language,2379,10,88,150,2015,32.64
1299,math,368,10,44,90,2016,76.83
7916,language,2244,10,104,110,2016,87.29
1118,language,318,10,60,90,2016,96.31
6398,language,1814,10,115,150,2016,46.26
8566,language,2428,9,60,130,2015,53.0
4687,math,1326,9,47,130,2015,34.57
9538,language,2703,11,87,90,2015,70.72
5673,math,1606,11,24,130,2016,47.74
3252,language,920,10,115,110,2015,98.68
364,language,105,9,101,90,2015,69.27
4094,language,1158,11,76,110,2016,90.78
5763,math,1630,12,15,170,2016,99.52
4262,language,1205,10,73,130,2015,95.37
3197,math,902,12,33,90,2016,88.39
7041,math,1997,12,11,170,2016,74.47
6596,language,1870,12,82,170,2016,71.54
1335,math,380,11,97,130,2015,81.38
7626,language,2161,9,79,150,2016,76.33
7791,math,2210,9,25,90,2016,41.44
9458,language,2680,9,82,170,2016,99.8
4445,math,1255,11,113,90,2015,71.19
5161,math,1457,9,10,130,2015,84.3
1316,language,373,11,78,170,2016,99.18
114,language,35,9,64,170,2015,72.43
9220,language,2610,10,111,90,2016,90.78
5601,math,1586,10,95,110,2015,70.4
3515,math,994,10,13,110,2016,42.38
6112,language,1737,11,58,110,2015,89.39
2801,math,794,9,1,150,2015,55.79
7514,language,2132,10,83,90,2015,45.91
489,math,143,12,112,90,2016,59.35
586,language,170,9,78,170,2016,89.06
4063,math,1150,9,11,110,2016,62.87
10452,language,2958,9,93,130,2016,36.65
1269,math,360,10,39,170,2015,31.8
5037,math,1422,11,49,110,2016,38.92
6410,language,1819,9,51,170,2015,68.08
8080,language,2291,11,51,130,2015,94.24
8706,language,2467,9,60,130,2016,69.15
598,language,174,11,52,170,2015,12.2
10516,language,2977,11,84,130,2016,92.57
1273,math,361,10,41,150,2015,67.6
4669,math,1321,12,42,90,2016,68.73
2521,math,714,9,28,150,2016,80.98
1549,math,441,10,25,150,2016,90.05
9187,math,2601,11,44,130,2016,63.83
4876,language,1379,9,62,110,2015,70.32
2605,math,739,10,105,90,2015,91.63
5573,math,1578,10,40,170,2015,84.11
9345,math,2646,10,13,130,2016,34.12
4938,language,1395,11,85,150,2016,97.42
4397,math,1242,9,31,170,2016,91.61
8155,math,2313,10,115,150,2016,28.33
3276,language,926,9,54,130,2015,97.8
5675,math,1607,10,4,110,2015,44.42
2728,language,772,9,93,110,2016,43.76
2101,math,597,12,24,110,2016,99.19
7520,language,2133,12,60,90,2016,35.44
6168,language,1752,12,59,150,2016,67.81
415,math,121,10,16,90,2015,57.87
2385,math,675,11,35,130,2016,98.42
1737,math,494,9,10,110,2015,61.72
4189,math,1185,10,32,110,2016,65.51
4112,language,1164,9,51,150,2015,93.95
7460,language,2117,9,67,130,2016,53.39
2773,math,786,12,31,150,2016,95.36
2892,language,818,10,74,110,2016,89.03
4972,language,1405,9,75,170,2015,100.0
6751,math,1914,9,5,110,2016,88.59
9126,language,2584,11,114,170,2016,-19.88
8365,math,2373,9,7,90,2015,48.2
5359,math,1515,10,43,150,2016,79.02
9335,math,2643,11,22,150,2016,90.7
7663,math,2172,9,93,130,2016,36.05
3894,language,1103,11,59,130,2015,83.43
3849,math,1091,10,45,150,2016,82.83
10382,language,2937,12,72,110,2016,82.44
3630,language,1028,10,82,90,2015,61.16
6092,language,1730,9,75,150,2015,92.77
8016,language,2272,10,75,90,2016,98.5
5385,math,1522,11,104,110,2015,64.14
9614,language,2726,10,75,90,2015,47.39
9029,math,2558,9,96,90,2015,73.07
7537,math,2138,9,3,170,2016,67.87
5384,language,1521,10,100,90,2016,75.02
4945,math,1398,9,24,110,2015,57.1
6408,language,1818,11,61,150,2016,65.96
8686,language,2461,12,114,170,2016,88.99
9999,math,2831,12,49,170,2016,98.0
5637,math,1596,9,16,90,2015,96.72
7841,math,2224,11,105,130,2016,92.88
6864,language,1946,11,53,110,2015,65.96
160,language,48,12,66,90,2016,70.35
1953,math,556,10,26,170,2015,57.31
1769,math,502,10,27,110,2016,73.51
1263,math,358,11,33,150,2016,91.76
4622,language,1307,9,97,170,2015,0.0
8923,math,2529,9,40,170,2015,85.49
2069,math,588,10,102,170,2015,88.05
1275,math,361,11,10,90,2016,76.46
8550,language,2424,9,87,150,2015,73.97
9721,math,2754,12,9,150,2016,78.63
9166,language,2595,12,94,130,2016,72.21
4988,language,1409,9,51,110,2016,84.57
4920,language,1391,11,94,110,2015,84.46
4595,math,1299,11,40,90,2016,63.86
300,language,87,12,81,110,2016,98.11
5434,language,1537,9,52,170,2015,57.11
6930,language,1964,11,74,150,2016,100.0
91,math,29,10,41,90,2015,53.12
19,math,7,10,23,90,2016,68.84
9476,language,2686,9,76,150,2015,84.49
9756,language,2764,12,63,130,2016,61.99
10163,math,2876,10,35,170,2016,100.0
2677,math,758,10,5,150,2016,87.93
7958,language,2257,11,87,90,2015,91.77
1175,math,335,10,31,170,2015,89.38
6219,math,1767,9,7,150,2015,64.48
827,math,238,10,17,130,2015,0.0
4586,language,1297,11,83,90,2015,0.0
4929,math,1393,10,38,90,2016,66.26
5632,language,1594,11,68,130,2016,93.75
6081,math,1727,10,29,110,2015,76.43
7623,math,2160,11,50,110,2016,98.45
4853,math,1373,9,28,150,2016,90.49
10086,language,2855,10,96,150,2015,81.38
4740,language,1341,10,83,110,2015,91.42
7180,language,2037,11,83,110,2015,34.95
4984,language,1408,11,80,110,2015,99.57
4674,language,1322,11,78,90,2016,57.25
4297,math,1214,11,25,150,2016,99.95
2250,language,639,12,74,90,2016,90.13
5555,math,1573,9,101,130,2015,63.88
2399,math,679,11,93,150,2016,86.65
7204,language,2044,11,61,90,2015,59.32
9351,math,2648,12,1,170,2016,70.37
3405,math,963,10,3,90,2015,66.46
2927,math,828,9,4,170,2016,68.6
1972,language,562,10,66,110,2016,99.29
9117,math,2582,10,39,170,2016,51.12
7481,math,2123,10,113,130,2016,77.16
5691,math,1611,12,112,130,2016,87.99
5683,math,1609,9,8,110,2016,74.45
2153,math,611,9,30,90,2016,81.33
10142,language,2870,9,113,130,2015,93.26
4481,math,1264,12,3,90,2016,40.2
1167,math,333,10,2,110,2015,63.17
4943,math,1397,9,29,170,2016,77.04
8243,math,2338,9,10,130,2016,85.57
2924,language,827,11,81,170,2015,85.23
7760,language,2200,11,55,130,2016,44.71
1287,math,365,11,102,110,2016,86.16
2820,language,799,9,65,110,2015,82.48
4036,language,1143,11,52,90,2015,48.9
1091,math,311,10,6,110,2016,89.88
8815,math,2498,9,19,110,2016,81.78
644,language,186,10,89,170,2015,81.41
8089,math,2294,9,97,170,2015,74.7
10175,math,2880,10,7,170,2015,46.26
6869,math,1947,12,19,170,2016,95.33
2624,language,744,12,54,110,2016,77.87
5122,language,1446,12,73,90,2016,99.97
5256,language,1484,11,88,110,2015,35.27
5056,language,1427,9,90,90,2016,99.74
4222,language,1194,11,86,90,2016,35.65
2100,language,597,11,85,170,2015,67.52
1069,math,305,9,7,150,2016,64.08
2600,language,737,12,81,150,2016,100.0
3455,math,976,12,11,150,2016,66.18
6095,math,1731,9,50,170,2016,98.15
3053,math,862,9,20,110,2015,82.96
572,language,165,9,112,150,2016,91.23
2478,language,700,11,85,110,2016,84.57
2618,language,742,9,84,90,2016,53.74
7388,language,2096,11,55,110,2015,50.93
5703,math,1614,12,33,150,2016,92.75
10550,language,2987,11,54,150,2016,94.25
9333,math,2643,10,47,130,2015,66.71
9957,math,2821,9,8,130,2015,72.06
8431,math,2390,10,46,110,2015,61.47
4716,language,1334,12,57,150,2016,80.46
4034,language,1142,12,69,130,2016,57.36
2096,language,595,9,68,170,2016,95.45
1382,language,394,11,64,110,2015,92.61
4542,language,1282,10,78,110,2015,67.81
8637,math,2448,11,6,110,2015,58.45
167,math,51,11,20,170,2015,90.39
7562,language,2144,10,87,110,2016,83.07
4127,math,1168,10,99,170,2016,69.24
7488,language,2125,11,82,170,2015,76.23
4369,math,1235,10,39,110,2015,40.03
1274,language,361,10,65,150,2015,98.43
1962,language,559,9,75,110,2016,52.21
190,language,57,11,79,170,2015,95.93
1061,math,303,10,4,170,2015,87.79
10568,language,2993,9,108,150,2016,38.63
4077,math,1154,9,46,110,2016,77.31
1048,language,298,11,54,170,2016,69.49
7235,math,2054,11,101,130,2016,66.05
6946,language,1969,9,78,110,2016,40.07
6218,language,1766,12,98,170,2016,62.91
3782,language,1072,9,65,170,2016,78.19
5145,math,1452,12,28,110,2016,85.22
6273,math,1781,10,28,110,2016,61.45
8327,math,2363,11,14,90,2015,36.1
9105,math,2579,10,2,170,2015,66.49
9921,math,2812,9,6,170,2015,60.29
3648,language,1033,11,98,110,2015,55.41
1231,math,350,12,45,110,2016,72.59
5872,language,1661,11,110,130,2016,60.04
2732,language,773,12,86,130,2016,36.78
4745,math,1342,10,9,170,2016,63.97
6637,math,1882,12,32,150,2016,74.22
7869,math,2231,11,109,150,2016,82.91
7597,math,2153,10,20,90,2016,74.88
7318,language,2077,11,60,170,2015,98.57
9891,math,2803,9,11,110,2016,94.55
4229,math,1196,11,113,110,2016,19.47
7570,language,2146,11,60,150,2016,54.13
6770,language,1919,10,87,110,2016,75.21
5877,math,1663,9,1,170,2015,95.47
8670,language,2457,9,77,90,2015,61.53
6948,language,1970,11,79,90,2015,49.11
2297,math,652,12,2,170,2016,92.12
5676,language,1607,10,85,130,2015,85.82
3641,math,1031,11,31,150,2016,92.58
10002,language,2832,9,106,130,2015,86.22
6682,language,1893,12,89,130,2016,56.1
1926,language,547,10,68,150,2016,80.41
2011,math,573,9,15,150,2015,100.0
7911,math,2243,12,27,170,2016,100.0
1388,language,395,11,82,130,2016,52.77
9227,math,2613,9,112,170,2015,84.5
7853,math,2227,10,28,170,2016,79.58
181,math,54,12,20,150,2016,99.85
4336,language,1225,9,61,90,2015,61.9
3294,language,931,10,90,130,2015,84.0
2352,language,667,11,63,90,2015,94.78
3900,language,1104,10,107,130,2016,25.79
9780,language,2771,12,89,150,2016,99.63
909,math,259,10,48,110,2015,0.0
1544,language,440,10,83,130,2015,55.1
3994,language,1130,12,69,130,2016,90.61
9446,language,2676,11,70,170,2016,61.52
2716,language,768,10,67,90,2016,0.0
10546,language,2986,12,97,110,2016,73.2
3505,math,992,11,35,150,2015,95.89
3777,math,1071,10,8,110,2015,85.26
8163,math,2316,11,92,170,2015,57.21
8942,language,2533,10,64,150,2016,83.85
1670,language,473,12,115,150,2016,88.29
2876,language,814,10,83,110,2016,63.41
6614,language,1876,10,80,90,2015,91.76
5639,math,1596,10,50,150,2016,85.51
6118,language,1739,11,105,170,2015,87.33
4272,language,1208,10,115,130,2015,63.95
10182,language,2882,10,62,170,2015,44.5
2942,language,832,10,58,130,2015,66.37
831,math,239,10,104,130,2015,70.62
6445,math,1830,10,41,130,2015,90.39
1605,math,456,11,41,90,2015,61.63
4668,language,1321,11,53,130,2015,41.27
7944,language,2253,9,88,170,2016,41.13
8006,language,2270,9,115,150,2015,97.5
8187,math,2322,11,45,150,2016,85.42
9630,language,2730,9,82,130,2016,39.18
1918,language,545,9,115,130,2015,46.17
8534,language,2420,10,60,170,2015,94.58
6724,language,1906,11,57,110,2015,90.41
4825,math,1364,10,6,110,2016,97.64
